label,apple ID,variety,repetition,area (mm2),r,g,b
H,5,B231,1,37.93995581361972,148.68191556123,117.89017766332691,62.87206509272684
H,6,B231,1,80.2709707007016,157.249665648713,137.16412178253935,71.75153587035037
H,7,B231,1,59.894613255508325,160.32533369060977,139.5682788765889,71.52255028386729
H,8,B231,1,83.30286229900047,155.9639015807248,139.9786531202997,67.42566052728665
H,9,B231,1,67.4479721605813,159.5146466060182,144.09963610916725,71.76934219734079
H,10,B231,1,68.54064673334169,164.58318947986805,158.466546161146,88.17019295946496
H,11,B231,1,58.86006950861002,161.9880023017167,159.1760046034334,84.2296250119881
H,12,B231,1,59.718696675164416,155.42381533051642,150.13504239571222,74.63336452750286
H,13,B231,1,78.52595727717286,155.6903254763995,140.35273034501424,62.66627943049881
H,14,B231,1,74.09959235458197,146.66077829699148,144.72561581052503,88.92462737222387
H,15,B231,1,74.30646921220617,157.41996037052854,142.49205660152776,65.15203433620636
H,16,B231,1,91.4642466630866,159.98169689442585,151.66155579598342,74.27966812417175
H,17,B231,1,91.7844827586207,157.08045985103416,146.8087872942568,72.11125269278966
H,18,B231,1,83.84901547098774,157.915490149415,145.28974805914854,73.66111800762833
H,19,B231,1,78.67571973095315,162.88950249744775,147.62949386429506,69.78746685486026
I,0,B273,1,72.93914537312062,157.60298133818844,152.07051011119057,76.87695071200989
I,1,B273,1,85.45979031437886,158.02456747110085,154.47028307110426,81.5836733650791
I,2,B273,1,60.68529161877155,147.3162695378865,143.08339704383283,80.03379841997962
I,3,B273,1,57.123937934439645,160.1658275133994,149.9111275783661,75.46159858697418
I,4,B273,1,78.5921798197706,147.0595327305124,133.81845431383323,62.977827180230136
I,5,B273,1,62.36250519961692,159.13493543195824,139.04572751893866,70.88201122581151
I,6,B273,1,46.00987307852266,148.91245414902158,139.4671211095543,77.63300325876482
I,7,B273,1,55.79614040184645,147.62792515765884,139.41776984416532,75.36725386980768
I,8,B273,1,58.07839712550534,162.85358695652175,139.27840217391304,76.85828260869565
I,9,B273,1,68.33460304816077,157.46312949640287,150.5642105880513,81.17795980606819
I,10,B273,1,101.86359599049057,148.50694271113855,134.98310628850675,64.86635445266214
I,11,B273,1,77.04001932876471,161.51769621316512,159.47998997840938,93.67983228573324
I,12,B273,1,64.34858675896484,154.959999295297,149.28245377588684,71.90515578340953
I,13,B273,1,85.55579674575642,148.23655553557123,140.21395869782043,66.98260272404715
I,14,B273,1,58.83513017785057,167.75302255949615,159.5535594445305,93.00012389654638
I,15,B273,1,83.50304393059704,162.66403216659154,154.59375136329925,75.78320269896898
I,16,B273,1,67.05341518645737,170.430641576027,169.0835864456247,103.06173960259956
I,17,B273,1,75.75543415403399,158.67208378475985,159.3134453710936,88.77154879185669
I,18,B273,1,72.2649855686103,160.72714184084828,151.10102815136014,71.39514380568447
I,19,B273,1,70.98780624832304,157.67653304329812,149.8876113528071,70.74290449554589
